feature_id	R1_N_1	R1_N_2	R1_N_3	R1_R_1	R1_R_2	R1_R_3	R1_U_1	R1_U_2	R1_U_3	U1_R_1	U1_R_2	U1_R_3	U1_U_1	U1_U_2	U1_U_3	U4_R_1	U4_R_2	U4_R_3	U4_U_1	U4_U_2	U4_U_3	U6_R_1	U6_R_2	U6_R_3	U6_U_1	U6_U_2	U6_U_3
ENSG00000109101.7	0.353650246414634	0.125182782941895	0.0750277846677825	0	0	0	0.154924246724052	0.0401979209635972	0.128911164920306	0	0.207504789368993	0.0659453410986384	0.271878282072723	0.0926110335814489	0	0	0.0281797558070266	0.0886987030192765	0.0339244825724138	0.308954321775224	0.0746966775930382	0.0751922962979304	0.0348930917221094	0.0755682768650202	0	0	0
ENSG00000109103.11	18.6550418778024	13.258568781769	12.8509295553957	9.61409671130058	10.1188638068749	7.43354343555669	11.9218709358207	11.8602053109506	12.434396904614	17.9888142953005	16.3114963953391	14.2418596134585	17.4509221386142	18.2929275866421	15.5313123154348	12.1501544662977	12.4914406042994	12.3091878803439	17.1793500360239	16.083687233417	16.3702401071406	15.2789411736723	13.4379978167255	14.7925786147484	18.1844635289717	17.0679016518691	15.1926268814077
ENSG00000087111.20	30.0888832575425	22.9798459585211	16.2632305279985	13.7112438510141	11.965345290031	10.459328224319	20.0597220780917	16.7190132559354	21.2508764107369	37.5747339290612	31.0361460819692	33.5340041184789	42.3977084484022	42.37039048477	38.117389929443	15.7279397524283	15.8439947832662	15.8695553515248	26.3245262941703	28.7576178480554	30.7048113033023	14.7922703923081	14.4702699911906	17.4357083011803	23.7863783282561	22.6010306113099	29.2703186491582
ENSG00000109107.13	16.4731806635505	10.3663429316865	10.5310771757343	9.3760389364325	5.53807351452086	6.31607871469459	8.99649280718199	7.33995091053848	10.4482433127352	17.0993679752981	15.7228108111464	17.1609124208057	18.011317156621	17.0253745601393	17.2243264207856	150.258400717202	165.53078250477	146.204392651377	223.084500838596	172.464443515178	178.887726103325	81.3511565589426	86.554518669004	80.6784654482474	90.4848033101931	77.4302973907548	82.3290034490236
ENSG00000265168.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000076382.16	52.5056141693465	48.1471162760473	43.1106264030243	23.7680530889674	22.9561243775595	19.7951289040741	41.7034158554144	42.3210058944904	43.0121807787293	10.31948158631	10.1140888258837	11.1330727734357	30.7500779559077	29.8847190781061	29.4689427036503	22.983907078388	25.1916562802192	22.6777015743664	31.0938651602308	32.0548973211042	36.1186488368563	12.1943985963231	12.5236356506558	12.8078700391648	33.2054512528893	29.6163993886947	32.3897214453217
ENSG00000227543.4	1.46733729196059	1.0684766711961	0.925003568938051	0.864991545165533	0.732903016972523	1.00874413636705	0.881553301698113	0.724327752893731	0.702969221430803	0.65574401094033	0.295187060861159	0.281432705369196	0.300814827609276	0.439147756369921	0.307418310395057	0.723414024462798	0.66812106825395	0.588834492872949	0.12869188330208	0.380904023151352	0.779241194384531	0.285240554509072	0.132366283800064	0.215000122261861	0.357580830495309	0.331294022390152	0.267805220788313
ENSG00000264608.1	6.66983978656945	8.94674243239532	12.5117840820332	17.9823419252452	6.84496212903923	11.5367925618377	5.2286087612999	6.06505880425209	5.11844876435757	5.24120126251285	9.88683299914885	3.14205072806657	2.51883158052746	2.94171466494087	4.86223598889029	16.4054795258337	17.0070363802005	16.9046558714991	14.0085891747275	7.60560544043476	11.5668131439185	1.79131691027668	2.49378945707381	0.900136974753532	4.19181545617754	1.84936328364808	1.28138867339137
ENSG00000265287.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167524.14	4.10306904350721	2.9942569092494	3.13078893990238	3.43432865181787	2.50378405755357	2.97450329347401	2.38651615598835	2.19472200259966	2.63935450437439	2.1817330541604	2.53561092214929	2.64892238626443	1.44905546457353	1.5891441649123	2.16310648767147	4.01597175439633	3.0771108860866	2.65198913655926	1.61406475017542	2.19287336510788	2.82566654421728	0.997011470685126	0.625957970329438	0.943055793980111	0.705806125644183	0.756852155185165	1.0697932887653
ENSG00000007202.14	48.6077807501135	36.2851412266291	31.099301094819	21.1806090191505	18.7878319415845	18.6563382972491	32.7794919866195	27.8310033742731	34.1039442233978	70.3177409056109	56.932408611233	57.5779520044865	70.1329679798065	68.2953222855066	67.688692529411	28.3637766112814	27.977987534885	28.5161703979727	36.2601400342683	34.056779256761	37.8310726473158	32.6925519573008	34.9043512146196	34.3738284262675	42.2310898451154	44.9720026252597	52.2691413329611
ENSG00000264044.1	0.106124252987626	0.30052130796018	0	0	0.142710488453396	0.124560372308384	0	0.0965015435937974	0.0773679714216424	0	0.166049487114418	0	0	0	0	0	0	0	0	0.296677721002373	0	0	0	0.181413744526785	0	0	0
ENSG00000132581.9	58.5788677483107	57.6172042489982	51.0209426522448	35.0166352115745	32.703487564068	25.5991751948785	41.2617390221585	45.3254601490321	39.1177293201118	43.5002027381919	43.1103240007905	52.4746989389917	48.76839803581	45.8941036697543	52.4056059339271	32.298751772354	29.9287359032598	26.2376460266448	49.6199519133446	40.6030885182765	42.8869674158141	44.4026532007338	42.5051893295726	47.9653421518976	45.7656243476547	51.9423908900894	49.5815118530399
ENSG00000240494.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109111.14	31.6711944382224	26.4799737988096	21.8660565879523	22.6836575895996	23.9211401372976	24.7436188734207	27.3505993117125	23.4718196533473	27.4709844176769	51.4601736262302	47.1388226202357	39.6125219001753	63.5471323324596	61.9417910359774	59.3298362623548	35.09227846445	30.6214732715635	33.9304193293972	25.4202217266969	31.8795506043062	35.0589665145253	29.0984982342935	29.1215016463183	29.8004104648048	39.6288955396426	35.5046985785594	41.3355232848501
ENSG00000265205.1	3.54420977162081	3.34548269683127	4.1013434795099	4.35544253600211	5.41599173363963	6.99622411798243	6.49276962059803	5.56672731933359	2.81873691472036	6.6431563287237	8.57034978082531	1.44194311969388	1.98160583546792	3.71251464979261	7.35038480744183	6.25466809978293	13.1449807609018	7.11136074487414	1.73082846054325	2.92738863484055	3.81102748465162	4.9324036767939	5.08641982337923	2.75392608174427	3.29776950288459	3.11192125017336	3.52831269987924
ENSG00000167525.13	4.19508358931619	3.89700648259815	2.96665826753532	1.49232212187658	1.09692618661605	2.07114829043315	2.10028385505007	1.66514622488158	1.55344761007299	0.473423498551585	0.312567785850085	0.546339876026761	0.375406724335039	0.627756670578084	0.298392614620361	3.73429345512454	4.41455219486279	3.18433058272924	3.29601392875276	3.72306272369928	4.02247564154492	0.283158398877172	0.604440260021986	0.313031689018313	0.681543583325497	0.643134687859394	0.516509226083309
ENSG00000109113.19	134.038282815571	116.116010454918	104.226341985757	37.051286015447	34.5930224011031	31.6122986388846	73.1226369690873	62.4811941569567	70.3979897676587	0.481297278843285	0.302634553958909	0.0360666474549997	0.198259912160099	0.151951727429652	0.0787935986877223	68.7315392681945	65.5934539968998	64.6811394247837	188.284836983434	123.89060869699	131.464647397612	88.3342814666482	89.6930858027918	85.0149819285365	130.780860143606	128.346182684833	121.787804079741
ENSG00000198242.13	996.722629262522	1130.32459579138	929.025074362144	320.84446666745	272.325116591545	245.375111891404	730.761460708505	822.011698445895	743.743048886396	514.345989389921	655.592216230211	645.725174218276	898.24938814575	850.534190179493	732.761285572341	374.948682420678	357.879476066433	335.277171301719	1072.30785768158	717.610905443597	773.071783511916	550.773918396714	522.858831938096	546.32598200254	762.288256683336	865.854120498073	864.208179044082
