	GSM119491	GSM119492	GSM119493	GSM119494	GSM119495	GSM119497	GSM119498	GSM119499	GSM119500	GSM119501	GSM119502	GSM119711	GSM119712	GSM119713	GSM119714	GSM119716	GSM119720	GSM119721	GSM119722	GSM119723	GSM119724	GSM119725	GSM119726	GSM119727	GSM119728	GSM119729	GSM119730	GSM119731	GSM119732	GSM119733	GSM340612	GSM340613	GSM340614	GSM340618	GSM340620	GSM340623	GSM340628	GSM340630	GSM340633	GSM340634	GSM340636	GSM340648	GSM340653	GSM340654	GSM340660	GSM340665	GSM340672	GSM340673	GSM340674	GSM340677	GSM340678	GSM340684	GSM340693	GSM340694	GSM340696	GSM340697	GSM340700	GSM340701	GSM340702	GSM340704	GSM340705	GSM340706	GSM340709	GSM340712	GSM340714	GSM340715	GSM340718	GSM340720	GSM340721	GSM340723	GSM340725	GSM340727	GSM340728	GSM340729	GSM340731	GSM340732	GSM340733	GSM340746	GSM340747	GSM340757	GSM340758	GSM340759	GSM340760	GSM340761	GSM340762	GSM340763	GSM340764	GSM340765	GSM340766	GSM340767	GSM340769	GSM786491	GSM786492	GSM786493	GSM786494	GSM786495	GSM786496	GSM786498	GSM786499	GSM786500	GSM786502	GSM786503	GSM786504	GSM786505	GSM786506	GSM786507	GSM786508	GSM786509	GSM786510	GSM786511	GSM786512	GSM786513	GSM786514	GSM786515	GSM786516	GSM786518	GSM786519	GSM786520	GSM786521	GSM786522	GSM786524	GSM786525	GSM786526	GSM786528	GSM786529	GSM786530	GSM786531	GSM786532	GSM786533	GSM786535	GSM786536	GSM786537	GSM786538	GSM786540	GSM786542	GSM786543	GSM786544	GSM786545	GSM786546	GSM786547	GSM786548	GSM786549	GSM786550	GSM786551	GSM786552	GSM786553	GSM786554	GSM786557	GSM786560	GSM786561	GSM786562	GSM786563	GSM786564	GSM786566	GSM786567	GSM786568	GSM786569	GSM786570	GSM786571	GSM786573	GSM786574	GSM786575	GSM786576	GSM786577	GSM786578	GSM786580	GSM786581	GSM786582	GSM786583	GSM814052	GSM814053	GSM814056	GSM814060	GSM814064	GSM814067	GSM814068	GSM814070	GSM814076	GSM814080	GSM814081	GSM814085	GSM814090	GSM814092	GSM814093	GSM814094	GSM814097	GSM814099	GSM814101	GSM814104	GSM814105	GSM814109	GSM814110	GSM814111	GSM814113	GSM814115	GSM814119	GSM814125	GSM814126	GSM814127	GSM814130	GSM814132	GSM814138	GSM814142	GSM814145	GSM814146	GSM814151	GSM814152	GSM814158	GSM814161	GSM814172	GSM814173	GSM814176	GSM814179	GSM814182	GSM814183	GSM814187	GSM814188	GSM814189	GSM814195	GSM814202	GSM814204	GSM814209	GSM814214	GSM814218	GSM814219	GSM814220	GSM814225	GSM814238	GSM814240	GSM814241	GSM814244	GSM814246	GSM814248	GSM814251	GSM814254	GSM814257	GSM814262	GSM814269	GSM814270	GSM814277	GSM814287	GSM814289	GSM814291	GSM814295	GSM814300	GSM814317	GSM814319	GSM814322	GSM814325	GSM814327	GSM814332	GSM814334	GSM814335	GSM814339	GSM814344	GSM814346	GSM814347	GSM814353	GSM814354	GSM814356	GSM814357	GSM814359
	1	1	2	1	2	1	2	1	2	1	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	1	2	2	1	2	2	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	1	2	1	2	2	2	2	1	2	1	1	1	2	1	2	2	2	2	1	2	1	1	1	1	2	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	1	1	1	2	2	2	1	1	1	2	1	2	1	1	1	2	2	2	1	2	1	1	2	1	2	2	1	2	1	2	1	2	1	1	2	1	2	1	1	2	1	2	1	1	2	2	2	2	2	2	1	2	1	2	1	1	2	1	2	1	2	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	2	1	2	1	1	1	1	1	1	2	1	2	1	2	1	2	2	2	1	1	1	1	1	2	2	2	1	2	2	2	2	2	1	1	2	1	1	2	1	1	2	2	2
ALOX5AP	-0.011274	-0.127647	0.068055	-0.109058	-0.267573	0.063182	-0.001329	0.094856	0.114404	0.23391	0.019104	-0.071378	0.008101	0.001329	0.286429	-0.026039	-0.068233	-0.03073	-0.166164	-0.039061	0.04153	-0.007698	0.180983	0.017866	0.041348	-0.43966	0.097884	0.383087	-0.051935	-0.048676	0.046204	-0.143492	-0.421693	-0.196309	-0.162475	-0.313417	0.028178	-0.360133	-0.301094	-0.101672	-0.130974	-0.123205	-0.043328	0.090973	0.080247	-0.164068	0.026782	-0.425509	0.11482	0	0.032358	0.172767	0.009925	-0.053627	0.228477	0.125293	-0.098622	-0.160883	-0.06103	-0.038936	0.355121	0.109555	-0.078952	-0.28367	0.062645	-0.008562	-0.08196	0.372809	-0.149792	-0.237649	0.023986	0.196552	0.297246	-0.498002	0.153709	0.252563	0.211375	0.144728	-0.199573	-0.345597	0.062645	0.108235	-0.244375	0.189083	0.00568	0.012748	-0.266453	-0.259624	0.379387	0.065367	0.230904	0.089249	0.59081	-0.94944	0.572354	-0.94944	-0.857159	0.469262	-0.860037	0.549054	0.315011	-0.315717	0.670341	0.493414	0.465768	-0.015145	-0.270508	0.587227	-0.94944	0.764543	-0.505075	0.736253	0.447951	-1.289418	0.403095	0.786923	0.336568	0.639006	-0.662452	0.586288	0.547908	-0.94944	0.339272	0.3067	-0.782096	0.369043	-0.94944	0.524263	-0.576533	-0.94944	-0.005785	0.338319	0.447599	-0.855342	-0.801929	0.54728	0.152013	0.265089	-0.904883	-0.94944	-0.94944	-0.377762	-1.358383	0.005785	-0.805057	0.096702	-0.94944	0.429223	0.422723	0.695227	0.226935	-0.883526	-0.604261	-0.438209	-0.662452	-0.382746	0.536489	-1.058344	-0.198729	-0.94944	0.111791	0.035851	-0.814777	0.837399	-0.94944	-0.94944	-0.898827	0.726242	-0.324488	-3.107183	-0.024097	-0.922626	0.845677	0.742838	-1.168429	2.670161	0.429976	-0.658539	3.052316	0.600487	0.15886	0.108441	-0.678791	-1.431795	-0.423466	0.295447	-0.151938	-0.257475	0.636629	-0.713723	1.606413	-1.737168	0.2179	2.072358	1.987148	0.429976	-0.245445	-0.140291	2.305236	-1.714111	0.27469	0	-1.52457	-0.60371	1.334007	0.481433	-0.894332	0.540249	-1.550302	0.389217	1.729502	-0.202355	0.030129	-0.775949	-2.089269	-2.44044	0.665622	0.926438	-2.541504	-1.822565	1.483635	-3.310346	3.090877	1.49244	2.795417	1.903951	1.095217	1.671751	-1.661348	1.717031	-2.178662	0.57994	-0.295592	0.999779	-0.079861	-1.064776	0.807599	-0.719398	0.696029	1.966367	1.726831	-0.297577	-0.596458	-0.786363	-1.980288	2.589863	-1.548848	-1.158918	-1.414543	-0.205227	-0.89383	1.42789	1.178583	-1.001407	-0.542449	0.482554	-0.575628	0.399758	0.623144	-0.580305	-3.877503	0.808974
BHMT	0.131206	0.160117	0.280151	0.032652	0.255503	-0.031621	0.192492	-0.099502	0.317432	0.006705	-0.031394	-0.276669	0.025924	-0.098774	0.020181	0.441965	0.039874	-0.09477	0.137123	0.205179	-0.006705	-0.039788	-0.18363	-0.013187	-0.325006	0.169308	-0.033824	-0.024998	-0.161199	-0.154788	0.394579	0.253806	0.423445	0.347156	0.547165	0.597682	-0.46654	0.299368	0.229166	0.305584	0.308063	0.230473	0.218664	-0.255999	-0.414527	0.186692	-0.333087	0.19207	-0.196813	0.342327	-0.416572	-0.404345	-0.304404	0.57419	-0.368276	0.494814	0.202766	-0.216273	-0.285594	-0.287464	-0.325382	-0.404345	0.286856	0.549262	-0.186308	0	0.486083	-0.038847	-0.062668	0.148472	-0.296851	-0.267026	-0.424781	0.512118	-0.368276	-0.42684	-0.416572	-0.428903	0.190727	0.499159	-0.086888	-0.06427	0.526026	-0.41862	0.386391	0.266607	0.401559	-0.44134	-0.354489	0.062996	-0.026302	0	-0.061408	0.319712	-0.061408	0	0	0.294855	2.051853	-0.061408	2.486829	0	-0.061408	-0.061408	-0.061408	1.866997	2.072567	-0.061408	1.564956	-0.061408	1.860037	-0.061408	-0.061408	0.274543	-0.061408	-0.061408	1.859067	-0.061408	1.462808	-0.061408	0	0.082053	0	-0.061408	1.780477	2.201691	0	0	1.863597	0.681659	0	1.849983	0	1.149226	0.221136	-0.061408	0.1975	0.39908	0	1.900736	2.485798	1.75058	0	-0.061408	0.309559	0	0	-0.061408	0	-0.061408	-0.061408	1.876734	2.329331	0.065452	-0.061408	1.427088	-0.061408	2.010365	-0.061408	-0.061408	-0.061408	-0.061408	1.529356	-0.061408	-0.061408	2.110816	0	-0.061408	0	4.632119	2.480124	2.026374	-1.103416	-1.770963	-1.212684	0.363927	2.101234	0.597986	-1.738385	5.823389	2.571866	1.018651	4.435081	0.121618	0.522522	-1.457023	-0.663525	-0.278392	-0.49685	2.259182	-1.491486	2.741682	-1.487049	4.54943	-1.463398	3.018929	-1.54052	-1.412592	-1.835119	-1.273558	5.335567	0.171913	-1.243519	0.376123	-0.594915	-1.940944	0.55471	-0.867628	1.320351	-1.349784	-1.378369	-0.924276	0.339021	2.439236	1.056909	-1.257758	-1.290804	5.463443	4.824256	5.316672	0.766117	2.175615	-1.618805	-1.893013	-0.422206	-1.689635	-1.52206	-1.758903	3.925775	0	0.035695	-1.763019	-0.032796	-1.426441	1.953361	1.833202	4.816854	-1.514189	-1.580887	-0.71739	4.419347	-0.657177	4.097394	5.716682	4.182282	-1.970319	4.215705	4.364025	-0.450478	2.541817	4.720046	-0.135503	-2.170534	4.477271	-2.009803	-1.928985	3.599536	-2.052862	-2.081944	4.223512	4.90004	-2.246388
CAPN5	-0.0499325	0.0568205	0.0797635	-0.0039065	0.0292925	0.0405995	0.1398305	-0.1034795	0.1693335	-0.0304485	0.0491545	-0.0554485	-0.0536545	-0.0732945	0.0570775	-0.1255085	0.0668985	0.0364835	0.0742035	0.0514785	0.0349665	-0.0982295	-0.1059695	-0.2063375	0.0706035	-0.0910965	-0.1191325	0.0039065	-0.0470725	-0.0535665	0.156086	-0.090982	0.13413	0.085582	0.173187	0.086786	-0.170724	0.13413	0.213419	0.090391	0.296922	0.232035	0.1318	-0.112924	-0.106031	0.234209	0.063741	0.083171	-0.132402	0.109468	0.083171	-0.082838	-0.006404	0.192325	-0.154988	0.104723	0.016517	-0.25361	-0.027088	-0.284405	-0.157837	-0.227941	0.007646	0	-0.143651	-0.065351	0.186722	-0.070709	0.063741	0.111835	-0.106031	0.034095	-0.539059	0.075916	-0.563401	-0.176489	0.032847	-0.104657	-0.014126	0.021561	-0.056022	-0.038855	0.042805	-0.211572	-0.006404	-0.032306	0.019041	0.137619	-0.433471	-0.042798	-0.088262	-0.05666425	0.02451225	0.40188575	-0.04954875	0.59330325	0.40167875	0.60993275	0.37450325	-0.23155575	0.76302775	0.67845475	-0.06616925	-0.06616925	-0.06616925	0.51709125	0.27998025	-0.06616925	0.53743575	-0.06616925	0.52935075	-0.06616925	0.23431675	0.29770225	0.00724275	-0.21408575	0.33170175	-0.19794775	-0.06616925	-0.05666425	-0.05666425	-0.07916575	-0.06616925	-0.06616925	1.07141075	-0.06616925	0.37116175	-0.06616925	0.49298275	0.90448775	0.00353925	-0.06509675	-0.06616925	0.67861375	0.93569125	-0.13716025	0.52306225	-0.05666425	0.22557375	1.04871775	1.11680475	-0.04060925	-0.05666425	-0.06616925	1.04256875	-0.05666425	0.41500425	-0.14923225	-0.10132725	-0.19906375	-0.07338075	0.39116175	0.26895775	-0.06616925	0.98712875	0.25779675	-0.09067275	0.04836475	0.25133575	-0.05666425	0.55561125	-0.05232425	0.34475725	-0.00353925	-0.06373025	-0.07916575	0.13862925	-0.06092975	0.57214475	-0.615869	1.48765	0.228837	-0.429996	-1.731515	0.991791	-0.769795	-0.869053	-0.832346	-1.78421	2.538952	0.118606	0.85665	1.965835	0.644973	0.238333	-1.733248	1.009667	-1.314571	1.36007	1.67951	-0.331401	0.108823	-0.775902	0.842757	-1.858414	0.542656	-2.090689	-0.57591	-2.208037	1.588673	2.044687	0.097773	1.419116	-1.863263	-1.434147	-2.262009	0.521616	-2.269947	-0.799608	2.5203	-2.294283	-0.082515	0.727552	-0.088028	0.796589	-0.183229	1.493453	1.266162	1.703084	1.179811	-0.948827	1.456124	-0.753197	-2.303537	0.184365	-1.547719	-2.515302	-2.288812	2.301769	0.731894	0.355354	-1.057926	-0.278418	-1.297005	0.489293	0	1.372387	-2.207801	-3.000391	-1.952703	0.973838	-1.095846	-0.837146	2.156702	1.53851	-1.369661	1.735072	3.45613	1.182946	0.329083	1.162639	-0.222553	-2.427157	-0.113769	-3.550607	-1.189489	0.697067	-2.400274	-1.291464	1.161198	0.665444	1.299917
CD14	-0.023694	-0.029567	-0.237693	0.024458	-0.437719	0.032448	-0.0868	0.175477	0.081224	0.399783	-0.075391	-0.071376	0.118054	0.078247	0.134588	0.001811	-0.065866	-0.148599	-0.204503	-0.001811	0.026935	0.239444	0.099724	-0.017321	0.090644	-0.53436	0.345909	-0.166882	-0.126118	0.045563	0.047113	-0.166375	-0.186671	-0.128254	-0.100712	-0.102318	0.095539	-0.292669	-0.249331	-0.075261	-0.129891	-0.031775	-0.054908	0.077215	0.234316	-0.099108	-0.083166	-0.111989	0.26453	0.005974	0.051452	-0.039445	0.151854	0.08429	0.252018	0.193019	-0.121726	-0.179874	0	-0.184969	0.265776	0.187773	-0.067399	-0.176487	0.065821	-0.048703	0.010438	0.393172	-0.079999	-0.097506	0.081464	0.02669	0.068678	-0.371793	0.044213	0.326709	0.171919	0.32073	0.048561	-0.352556	0.13287	0.19171	-0.217661	0.279404	-0.138102	0.092735	-0.149677	-0.252893	0.52798	-0.151338	0.313523	0.224232	0.529893	-1.274307	0.381262	-1.2869	-1.2869	-0.22516	-1.186898	0.177702	-0.18699	0.019979	0.304372	0.261158	0.115391	-0.920092	-0.089952	0.50841	-1.229322	0.38928	-0.171256	0.207889	0.204592	-0.897912	0.269183	0.513113	0.358692	0.452958	-0.254813	0.256698	0.457099	-1.229322	-0.0446	0.039402	-0.248454	0.360606	0.001936	0.186757	0.026586	-0.738423	0.070568	0.369707	0.098544	-0.638489	-0.226264	0.373873	0.149964	0.247276	-0.93058	-0.011558	-1.077062	-0.001936	-0.652727	0.175079	-0.41043	-0.049438	-1.2869	0.322613	0.394934	0.405505	-0.109193	-0.380799	-0.93058	-0.165267	-1.229322	-0.083938	0.154204	-1.426452	0.265676	-0.07696	-0.505651	0.087044	-1.381841	0.507181	-1.229322	-1.114925	-0.146905	0.466155	0.130149	-2.610373	-0.3942785	-0.087878	0.239128	0.4715165	-1.5794365	1.8210055	0.404197	0.8015265	1.087296	0.691309	0.0683165	0.1939175	0.055931	-0.6971365	-0.8052165	0.638429	-0.4067215	-1.0737355	-0.0156355	-0.1535785	0.7950815	-1.666883	-0.6186195	1.105997	1.7419255	0.002684	-0.798411	-0.734002	1.705399	-1.2832355	-0.2850285	-0.045145	-1.3484025	-0.375904	1.2299905	1.2038635	0.83954	0.8389005	-1.027678	-0.411513	1.5699725	-0.288597	-0.247009	-0.1225345	-1.6417485	-1.436621	-0.0217385	0.1728895	-2.0631055	-0.939915	1.584309	-2.532599	2.3297045	1.2887775	1.7348385	1.0745485	0.473816	1.746416	-0.48154	2.1494775	-0.2631815	0.401356	-0.2020075	2.201535	-0.113061	-0.900094	0.997893	-0.197206	1.679758	1.1188185	1.532488	-0.1479745	-0.3307835	-0.8265525	-1.6356875	1.042317	-1.4005145	0.2184395	-1.25862	0	0.0611205	0.8998575	1.1308845	-0.671837	0.0585465	0.3368855	-0.8545085	1.735135	0.890131	-0.581925	-2.926027	1.068943
CDK6	-0.081675	0.00366	0.059915	0.060029	0.155688	-0.100778	-0.092989	-0.035506	0.034312	0.058429	0.045069	0.155507	-0.058364	-0.017956	0.036106	0.018577	0.059633	-0.059991	-0.033984	-0.110238	0.001404	0.065757	0.004126	-0.143213	-0.081487	-0.060114	-0.065807	-0.005513	-0.001404	0.078783	0.05485	-0.334014	-0.21929	-0.047358	-0.237483	-0.304946	0.184859	-0.235654	0.032249	-0.19065	-0.280219	-0.246667	-0.232001	-0.19065	0.078574	-0.063496	0.085909	-0.221099	0.123458	-0.20669	-0.242986	0.248989	-0.042552	-0.039356	0.221282	0.03831	-0.276452	0.21728	0.168371	0.376479	0.018516	-0.254056	0.157273	-0.217483	0.158665	-0.063496	0.032249	0.063792	-0.180055	0.023108	-0.244825	0.187589	0.316638	-0.254056	0.129149	0.130569	0.100467	0.112008	0.371686	-0.119755	-0.099647	0.14328	-0.19065	0.093206	0	-0.152176	-0.171285	0.026161	0.274891	-0.152176	0.094661	0.354842929	-0.132346501	-0.425487215	-0.0932615	-0.457311501	-0.069630929	-0.355189215	0.139918215	-0.047975072	-0.320612358	0.544373929	0.611595786	0.673150786	0.562273929	-0.295075929	-0.152443929	0.272585643	-0.084494501	0.042815215	0.222376215	0.193478929	0.598891643	-0.019658071	0.160470358	0.056894215	-0.120440643	0.303477072	-0.162319929	0.043524499	-0.036686358	0.7695975	0.599418358	0.366912786	-0.267694929	-0.056614785	-0.070828643	0.532914929	-0.444254501	-0.422467643	0.167918929	0.2319775	0.649286358	-0.319449786	-0.221105072	0.319279358	-0.024262929	-0.314006072	0.451700929	-0.401856072	-0.391259358	-0.089054071	-0.077153786	0.019658072	-0.139944786	0.395887072	-0.447517501	0.710093929	0.426055358	0.118846786	0.1594485	-0.467049215	-0.633395786	0.3472025	-0.644466072	-0.232677215	0.947895929	-0.694846643	0.420945643	-0.273093786	0.122754072	0.190046215	-0.542434072	0.249290786	0.044185358	-0.097720215	0.184289786	0.414998643	-0.157322501	-0.263858	-0.277953	-0.838291	1.625006	1.760797	-0.697245	0.739368	0.136901	0.040972	2.345655	-0.393972	-0.914508	-0.604974	-0.726845	0.133179	-0.593558	1.190227	0.150242	1.171954	-0.061333	-0.100842	0.89417	-1.230899	1.388847	-0.878605	-0.16164	-0.992836	1.657554	0.101067	1.140489	0.503223	-0.536356	0.382197	-0.874974	0	1.114634	-0.904146	-0.564953	0.973462	0.392006	-0.790594	0.787806	0.271139	0.043804	-0.547812	-0.145816	0.427976	0.573852	0.01223	-1.126338	-1.243288	1.048604	-1.279984	0.614102	2.379675	1.063632	1.661357	2.234626	1.110474	-1.032278	0.545465	-0.003414	0.402715	-0.44397	-0.23813	-0.608272	-0.976515	-0.599794	0.503573	0.432357	1.756247	0.774965	1.607746	-1.007001	-0.5084	-0.378105	1.117187	-0.790309	-0.135323	-0.282973	-0.84729	-0.527022	0.170029	1.289952	-1.309876	3.320438	-0.429529	-1.141226	-0.42231	1.396145	-1.194858	-1.722085	0.574939
CYP2J2	0.0791535	-0.0703195	0.2518785	-0.0315885	0.1990145	0.0521865	0.3446525	0.0486415	-0.0490575	-0.0918885	0.1946825	-0.1356775	-0.0412115	0.1362595	0.2306045	0.0227435	-0.1541845	0.1904915	0.2989975	0.3013955	-0.0929195	-0.0956405	-0.1230515	-0.0429225	-0.0227435	0.1580575	-0.1688335	-0.2629555	0.0655725	-0.1855795	0.053534	-0.141795	0.105152	0.132655	-0.071884	0.209909	0.07465	0.19524	0.15382	0.042228	-0.119053	0.154987	0.095461	-0.169276	-0.41374	0.2344	-0.160541	-0.119053	-0.488287	-0.488287	0.165445	0.178126	-0.161993	0.030833	-0.070519	0.052282	0.047264	-0.272153	0.064751	-0.241126	-0.230423	0.062266	0	-0.011735	-0.284753	0.27682	0.023187	-0.477398	0.117174	0.166603	-0.096663	0.03844	-0.329741	-0.114828	-0.018295	-0.038158	-0.085597	-0.432895	0.248679	-0.043502	0.199769	-0.219798	-0.121876	-0.100835	0.158481	0.137385	0.212153	0.096676	-0.321604	-0.110616	0.249772	-0.423215	-1.008927	0.605136	0.286999	0.218721	1.002761	-1.008927	0.937022	-0.495653	-0.097716	0.562891	-0.098159	-0.33518	-1.008927	0.711037	0.762124	-0.423215	0.705308	-0.423215	0.29316	-0.576139	0.35539	0.595374	-0.053567	-0.097716	0.262007	-0.423215	-0.423215	0.028276	-0.423215	0.218649	0.32087	-0.270954	0.075751	0.674642	0.793492	-0.205444	1.035036	-0.281882	0.184307	-0.853087	-0.097716	1.09147	0.414684	-0.423215	0.072841	-0.440105	-0.423215	0.326849	0.073153	-0.028276	-1.008927	0.235541	1.172174	0.333387	0.816021	0.08759	-0.204029	-0.215945	-0.423215	-0.21661	0.548873	-0.423215	1.227818	0.990389	-0.992201	0.973943	-0.222256	0.251116	0.954253	-0.194866	0.944433	-0.636519	0.774288	-1.008927	-0.520393	-0.233714	-0.453647	1.710254	1.146959	-2.298307	-1.983598	-1.705832	1.039635	-2.368315	0.767793	-1.383583	-2.866317	-0.408954	-1.16799	-0.240038	0.335061	1.066684	0.978502	-1.750787	2.122089	-0.683348	2.908132	-1.045188	-0.253976	2.699347	0.008096	1.650268	-0.490093	3.012756	-1.386434	-1.658595	-1.253731	0.19315	-0.031271	0.392241	1.649075	-1.951907	-0.952115	-3.469892	1.153065	-0.55254	-0.416176	0.806173	-1.116833	0.056661	1.319013	1.876813	1.791182	-0.622606	0.529671	1.211183	0.886518	-0.832456	0	0.566488	-0.824408	-0.449002	-0.484707	-0.26252	-2.640606	-3.556911	2.007876	-0.014334	1.906302	-0.980372	0.215993	-2.737112	1.634702	1.691446	-0.793631	-0.556864	-0.302059	-0.524324	-0.367643	-0.3581	2.169978	2.486575	2.576612	-1.520372	1.110701	1.471738	0.639896	1.518526	1.989247	-0.392475	1.531573	2.050516	-1.541927	1.270223	1.823019	-0.889697	-0.43463	1.304933	2.594906	1.52601
CYP4B1	0.028427	-0.419815	0.240726	-0.306838	0.294311	0.158361	0.368065	-0.541207	-0.062762	-0.756589	0.220726	-0.154603	0.204395	0.247107	0.232528	0.278803	-0.028427	0.412491	0.414069	0.197858	-0.337691	-0.38213	-0.516282	-0.030754	0.127037	-0.035966	-0.072574	-0.246279	0.089053	-0.955249	-0.067837	-0.169752	0.163006	-0.102991	0.219826	0.040834	-0.571906	0.111543	0.233982	-0.08092	0.056849	0.274494	0	-0.28782	-0.543458	0.299388	0.062148	-0.076546	-0.362176	-0.277743	-0.225156	0.136876	-0.094122	0.154348	-0.269399	0.297142	0.298265	-0.503766	0.347923	-0.592576	-0.154306	-0.380031	-0.12842	0.174061	-0.284453	0.107704	0.281326	-0.448087	0.263034	0.209118	0.124265	0.038147	-0.590495	0.079237	-0.463233	-0.517535	0.124265	-0.517535	0.264184	-0.247927	0.261884	-0.2545	-0.223543	-0.557612	0.032759	-0.09855	0.098707	0.081848	-0.571906	0.187459	0.116645	-1.1114225	-0.699679	0.711807	-1.1704555	0.926014	0.2099835	0.6449555	0.8697965	-0.25886	0.2194115	0.685533	-1.260058	-1.1531225	-0.762122	1.0586425	0.970319	-1.1598245	0.009885	-1.1880825	0.1678805	-1.25611	0.2630665	-0.3183975	0.5094075	0.6253795	0.65095	-1.2128585	-1.272598	-1.2128585	-1.1531225	-0.551931	0.0394285	-0.435004	0.819574	1.0555135	0.3587485	-1.2128585	0.73579	-0.3258035	0.783767	-1.261197	-1.1815415	0.831786	0.7456445	0.382697	0.780867	-0.1312455	-1.2130865	0.462062	0.9684685	0.674415	-1.1972605	-1.2540985	0.744824	0.359386	0.927273	-1.14321	-0.546697	0.7598805	0.64337	-0.0888255	0.5262535	0.945348	1.2146325	1.138746	-1.261197	-1.0594645	-1.1011305	-0.298514	0.944256	-1.0272095	-0.00421	-1.2242165	-0.951181	-1.241169	-0.1288765	-1.118068	0.00421	0.3225645	0.9835395	0.135129	-0.414271	-2.5717775	0.470362	-3.09446	0.7851455	-1.026978	-2.849977	0.0826675	-0.122038	-0.077333	0.396796	-0.3854135	0.575018	0.0024095	1.063467	0.4172335	1.437015	0.970135	-0.1407295	3.6667165	0.8673085	1.1414355	-0.7903555	0.846187	-2.066938	-0.982264	-2.647518	-0.61435	1.4513405	1.110817	1.5257255	-3.013131	-2.601632	-2.840129	0.5614565	-0.905872	-1.0912085	-0.4802175	-3.2239975	1.0578575	1.954245	0.8693805	1.945434	0.1229585	0	0.557055	1.0931055	0.065501	-1.725544	-0.1946535	-0.849756	-3.31352	-0.4942045	-1.003999	-2.98968	-3.1336375	1.6717565	1.458349	0.0798105	0.7876125	-1.6154575	-2.4973205	-1.1179695	0.758794	0.2919395	-0.1098875	-2.193771	-1.978348	-0.4148995	-0.2294785	-1.8172185	1.107974	1.5507645	-2.1700425	2.100676	0.6855345	-1.1844015	0.7854455	0.689324	-1.546829	-2.5176895	2.4107875	-2.6485575	1.6539255	0.7564585	-1.082455	-2.410543	1.9961465	1.778457	-0.531679
EMP3	0.025184	0.053169	-0.508583	0.040023	-0.247978	0.014951	-0.315476	0.003892	-0.065913	0.186089	0.017689	0.166136	0.061536	0.084762	0.087759	-0.102104	-0.026009	-0.077207	-0.159416	-0.003892	-0.203808	0.166985	0.105083	-0.209432	0.090222	-0.461548	0.166229	-0.187522	-0.083073	-0.073515	0.139112	-0.183821	-0.155613	-0.234986	-0.0882	-0.094486	0.305908	-0.236723	-0.168819	-0.183821	0.02196	-0.238462	-0.124726	0.098356	0.241235	-0.038872	-0.072603	-0.209176	0.29633	0	0.029206	0.095597	0.005889	-0.005912	0.1066	0.274544	-0.119909	-0.105554	0.02196	-0.096062	0.269658	-0.094486	0.147127	-0.113511	0.280629	0.036416	0.081725	0.334267	-0.071053	-0.075709	0.094216	0.046449	0.317792	-0.320822	0.046449	0.31305	0.191723	0.316608	-0.277265	-0.402309	0.125654	0.278198	-0.107142	0.210968	-0.126335	-0.09764	-0.216014	-0.150692	0.321338	-0.344976	0.131053	0.481989	0.405728	-0.521898	0.567874	-0.611495	-0.841685	0.111134	-0.611495	0.182144	-0.427785	0.088197	0.365259	0.429323	-0.166575	-0.521898	-0.08842	0.243461	-0.593452	0.334156	-0.338378	0.231831	-0.099599	-0.480302	0.171285	0.34568	0.105909	0.257022	0.213668	0.236959	0.377661	-0.611495	-0.023117	-0.076686	-0.115374	0.172439	0.0028	0.241535	-0.001289	-0.480302	-0.07735	0.324073	0.207785	-0.374357	-0.48037	0.335954	0.083334	0.155237	-0.326024	-0.060385	-0.611495	0.001289	0.327201	-0.108761	-0.339637	0.082548	-0.611495	0.190707	0.358338	0.288363	-0.363092	-0.480302	-0.611495	-0.480302	-0.736962	-0.164985	0.339266	-0.865807	0.194453	-0.106531	-0.731641	0.533933	-0.637884	0.28214	-0.197119	0.359519	-0.521898	0.505001	0.140472	-0.890062	-0.135381	0.906299	0.186623	0.911443	-0.672625	2.387156	0.121516	0.674458	0.941037	0.065008	0.212899	0.09994	0.106366	-0.854381	-0.29138	0.370781	-0.572173	-1.185287	0.308889	0.321068	1.64999	-1.069296	-0.538237	-0.226768	0.521166	-0.35097	-0.58361	0.436086	1.64218	-0.61575	0.041928	-0.27154	-0.583959	-0.437674	1.292998	1.768787	0.515086	0.653417	0.462848	-0.259073	1.265213	0.341058	-0.506043	-0.117039	-0.817103	-0.757675	-0.506043	0.529448	-1.605512	-0.862872	1.871615	-1.264735	1.778168	1.546867	2.11739	0.376298	1.677123	2.801005	-0.462226	1.193934	-0.792878	-0.492918	-0.016862	1.921931	-0.029156	-0.265417	0.396004	0.246134	0	0.877009	1.742822	-0.142562	-0.363134	-0.051727	-1.066427	1.575353	-0.240758	-0.999408	-0.740302	-0.337708	-0.207289	0.766462	0.218668	-0.750481	1.574355	-0.017292	-0.328812	0.800354	0.796391	-0.710314	-1.093466	-0.120392
